Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,z_wickets,z_economy,z_strike,z_economy_inv,z_strike_inv,Bowling_Impact_Score
SN Thakur,2022,16,439,290,14,9.082758620689656,18.125,1.6781757613180805,-0.0009343278283979792,-0.35961430405340783,0.0009343278283979792,0.35961430405340783,0.8933570410069908
SN Thakur,2023,7,210,126,10,10.0,18.0,0.4118320607571594,0.5361064777015734,-0.37605321811078013,-0.5361064777015734,0.37605321811078013,0.07468674589964602
SN Thakur,2024,5,298,190,9,9.410526315789474,38.0,0.12567278042535412,-0.21434149084636464,1.110998186599327,0.21434149084636464,-1.110998186599327,-0.02879381598099437
SN Thakur,2025,15,347,204,10,10.205882352941176,13.6,1.7021226626657158,-0.011968220687939806,-0.6950025810562223,0.011968220687939806,0.6950025810562223,0.9595005957320702
SO Hetmyer,2019,0,0,0,5,,,-0.6646256128631671,,,,,
SO Hetmyer,2020,0,0,0,11,,,-0.6688039599599783,,,,,
SO Hetmyer,2021,0,0,0,12,,,-0.6553653527941746,,,,,
SO Hetmyer,2022,0,0,0,15,,,-0.7124776193787166,,,,,
SO Hetmyer,2023,0,0,0,13,,,-0.677698327828237,,,,,
SO Hetmyer,2024,0,0,0,9,,,-0.6654600843005194,,,,,
SO Hetmyer,2025,0,0,0,13,,,-0.6918613917164442,,,,,
SP Fleming,2008,0,0,0,10,,,-0.7229054535541496,,,,,
SP Goswami,2008,0,0,0,3,,,-0.7229054535541496,,,,,
SP Goswami,2009,0,0,0,2,,,-0.7322492347976829,,,,,
SP Goswami,2010,0,0,0,1,,,-0.7358886929133128,,,,,
SP Goswami,2011,0,0,0,4,,,-0.7023003869943175,,,,,
SP Goswami,2012,0,0,0,6,,,-0.7175879219576333,,,,,
SP Goswami,2018,0,0,0,3,,,-0.7600661620678525,,,,,
SP Goswami,2020,0,0,0,2,,,-0.6688039599599783,,,,,
SP Jackson,2017,0,0,0,3,,,-0.7187848652357918,,,,,
SP Jackson,2022,0,0,0,5,,,-0.7124776193787166,,,,,
SP Narine,2012,29,318,355,15,5.374647887323944,12.241379310344827,3.8475105033784427,-1.1907994724454278,-0.8108852372473245,1.1907994724454278,0.8108852372473245,2.46216785263222
SP Narine,2013,26,347,384,16,5.421875,14.76923076923077,2.930094738363244,-1.217974097070015,-0.6556981486560804,1.217974097070015,0.6556981486560804,1.989693025454539
SP Narine,2014,22,416,390,16,6.4,17.727272727272727,2.931825944207276,-1.0411962954611214,-0.45845751413567126,1.0411962954611214,0.45845751413567126,1.899100302635381
SP Narine,2015,7,230,192,8,7.1875,27.428571428571427,0.3527799878262167,-0.6325445578238631,0.13869031726289008,0.6325445578238631,-0.13869031726289008,0.3769770415620269
SP Narine,2016,13,294,256,11,6.890625,19.692307692307693,1.4878537743267182,-0.7294783231670664,-0.35458951290467133,0.7294783231670664,0.35458951290467133,1.0524327272075331
SP Narine,2017,12,394,354,16,6.677966101694915,29.5,1.2332192949519314,-0.984635827874117,0.5677119912301424,0.984635827874117,-0.5677119912301424,0.8760753885473853
SP Narine,2018,17,462,366,16,7.573770491803279,21.529411764705884,1.917607813617642,-0.7540251553488879,0.05223129415787244,0.7540251553488879,-0.05223129415787244,1.2148780170572508
SP Narine,2019,11,336,266,12,7.578947368421052,24.181818181818183,1.0637913627325288,-0.556451571512977,-0.046162413967417694,0.556451571512977,0.046162413967417694,0.733578093490919
SP Narine,2020,6,300,228,10,7.894736842105264,38.0,0.2216155133595194,-0.3214943894315911,0.833017432167513,0.3214943894315911,-0.833017432167513,0.09837817815568962
SP Narine,2021,18,351,336,14,6.267857142857143,18.666666666666668,2.11254641654882,-1.133444002093692,-0.36476787143652967,1.133444002093692,0.36476787143652967,1.5076937897226816
SP Narine,2022,10,305,336,14,5.446428571428571,33.6,0.7816807435567816,-1.1259317486966236,1.1078695169840813,1.1259317486966236,-1.1078695169840813,0.6187360562745969
SP Narine,2023,11,374,288,14,7.791666666666667,26.181818181818183,1.0344208542345288,-0.5449674182130329,0.21140678366270912,0.5449674182130329,-0.21140678366270912,0.6762380059424195
SP Narine,2024,18,363,330,14,6.6000000000000005,18.333333333333332,2.1826182287126255,-1.0803776262862077,-0.3537842940846391,1.0803776262862077,0.3537842940846391,1.5225089276691812
SP Narine,2025,12,345,270,12,7.666666666666666,22.5,1.2233258517892838,-0.8457540787256824,-0.05486873318274972,0.8457540787256824,0.05486873318274972,0.9159071634260432
SPD Smith,2012,0,5,2,14,15.0,,-0.7175879219576333,2.499306892250115,,-2.499306892250115,,
SPD Smith,2013,0,0,0,7,,,-0.643807316854346,,,,,
SPD Smith,2014,0,0,0,7,,,-0.7346011154146876,,,,,
SPD Smith,2015,0,0,0,12,,,-0.729007588136351,,,,,
SPD Smith,2016,0,0,0,7,,,-0.7091639485108657,,,,,
SPD Smith,2017,0,0,0,15,,,-0.7187848652357918,,,,,
SPD Smith,2019,0,0,0,10,,,-0.6646256128631671,,,,,
SPD Smith,2020,0,0,0,14,,,-0.6688039599599783,,,,,
SPD Smith,2021,0,0,0,7,,,-0.6553653527941746,,,,,
SR Tendulkar,2008,0,0,0,7,,,-0.7229054535541496,,,,,
SR Tendulkar,2009,0,57,36,13,9.5,,-0.7322492347976829,0.9305814722775695,,-0.9305814722775695,,
SR Tendulkar,2010,0,0,0,15,,,-0.7358886929133128,,,,,
SR Tendulkar,2011,0,0,0,16,,,-0.7023003869943175,,,,,
SR Tendulkar,2012,0,0,0,13,,,-0.7175879219576333,,,,,
SR Tendulkar,2013,0,0,0,14,,,-0.643807316854346,,,,,
SR Watson,2008,20,361,325,15,6.664615384615384,16.25,2.63456544829386,-0.7003626468933615,-0.5174381339584236,0.7003626468933615,0.5174381339584236,1.64002537065337
SR Watson,2010,7,177,132,6,8.045454545454545,18.857142857142858,0.5429858316641919,-0.1493664659110057,-0.20195901746801284,0.1493664659110057,0.20195901746801284,0.3540650315211498
SR Watson,2011,8,229,216,11,6.361111111111111,27.0,0.6710870364612368,-0.6494279495423818,0.46094390333402174,0.6494279495423818,-0.46094390333402174,0.4937017150703488
SR Watson,2012,6,155,138,7,6.739130434782609,23.0,0.22691520052569267,-0.667692818896382,-0.024227256449765745,0.667692818896382,0.024227256449765745,0.3507841753440449
SR Watson,2013,16,292,250,16,7.007999999999999,15.625,1.5555170248180168,-0.3772843852824656,-0.5847211696217584,0.3772843852824656,0.5847211696217584,0.997516222701135
SR Watson,2014,7,157,126,13,7.476190476190476,18.0,0.43198931264684615,-0.49064638480280853,-0.44121747343367457,0.49064638480280853,0.44121747343367457,0.4539035120194572
SR Watson,2015,7,245,174,10,8.448275862068964,24.857142857142858,0.3527799878262167,0.08030212659493942,-0.009210888068789811,-0.08030212659493942,0.009210888068789811,0.14966588281519805
SR Watson,2016,23,462,339,16,8.176991150442477,14.73913043478261,3.177867407278706,-0.008535345816855397,-0.601690083862054,0.008535345816855397,0.601690083862054,1.6821745872545604
SR Watson,2017,5,241,161,8,8.98136645962733,32.2,0.09455020150909281,0.09481155914908031,0.7880499954698905,-0.09481155914908031,-0.7880499954698905,-0.10411644426811528
SR Watson,2018,7,243,168,15,8.678571428571429,24.0,0.3425054749791157,-0.15912405889315884,0.3213901978319122,0.15912405889315884,-0.3213901978319122,0.17873762842737662
SR Watson,2019,0,0,0,17,,,-0.6646256128631671,,,,,
SR Watson,2020,0,0,0,11,,,-0.6688039599599783,,,,,
SS Agarwal,2017,1,42,24,1,10.5,24.0,-0.556117851886815,0.8064920107717095,0.11887531592695207,-0.8064920107717095,-0.11887531592695207,-0.5781624271025486
SS Cottrell,2020,6,161,120,6,8.049999999999999,20.0,0.2216155133595194,-0.23466563893393153,-0.4646638506350642,0.23466563893393153,0.4646638506350642,0.26264030790189535
SS Iyer,2015,0,0,0,14,,,-0.729007588136351,,,,,
SS Iyer,2016,0,0,0,6,,,-0.7091639485108657,,,,,
SS Iyer,2017,0,0,0,12,,,-0.7187848652357918,,,,,
SS Iyer,2018,0,0,0,13,,,-0.7600661620678525,,,,,
SS Iyer,2019,0,0,0,16,,,-0.6646256128631671,,,,,
SS Iyer,2020,0,0,0,17,,,-0.6688039599599783,,,,,
SS Iyer,2021,0,0,0,8,,,-0.6553653527941746,,,,,
SS Iyer,2022,0,7,6,14,7.0,,-0.7124776193787166,-0.6452922504661002,,0.6452922504661002,,
SS Iyer,2024,0,0,0,14,,,-0.6654600843005194,,,,,
SS Iyer,2025,0,0,0,17,,,-0.6918613917164442,,,,,
SS Mundhe,2011,1,5,6,1,5.0,6.0,-0.5306269590623732,-1.0926991738824383,-1.5293528233437785,1.0926991738824383,1.5293528233437785,0.34653415482923355
SS Prabhudessai,2022,0,0,0,5,,,-0.7124776193787166,,,,,
SS Prabhudessai,2023,0,0,0,4,,,-0.677698327828237,,,,,
SS Prabhudessai,2024,0,0,0,1,,,-0.6654600843005194,,,,,
SS Sarkar,2009,1,34,25,2,8.16,25.0,-0.558155396553277,0.2967060768419981,0.19771103608429483,-0.2967060768419981,-0.19771103608429483,-0.41258148058398203
SS Shaikh,2009,0,0,0,1,,,-0.7322492347976829,,,,,
SS Tiwary,2008,0,0,0,2,,,-0.7229054535541496,,,,,
SS Tiwary,2009,0,0,0,3,,,-0.7322492347976829,,,,,
SS Tiwary,2010,0,0,0,15,,,-0.7358886929133128,,,,,
SS Tiwary,2011,0,0,0,13,,,-0.7023003869943175,,,,,
SS Tiwary,2012,0,0,0,11,,,-0.7175879219576333,,,,,
SS Tiwary,2013,0,0,0,6,,,-0.643807316854346,,,,,
SS Tiwary,2015,0,0,0,6,,,-0.729007588136351,,,,,
SS Tiwary,2016,0,0,0,7,,,-0.7091639485108657,,,,,
SS Tiwary,2017,0,0,0,1,,,-0.7187848652357918,,,,,
SS Tiwary,2020,0,0,0,5,,,-0.6688039599599783,,,,,
SS Tiwary,2021,0,0,0,4,,,-0.6553653527941746,,,,,
SSB Magala,2023,1,50,36,2,8.333333333333332,36.0,-0.5220511294588948,-0.2797983494037905,0.916358785790896,0.2797983494037905,-0.916358785790896,-0.30054996030675507
ST Jayasuriya,2008,5,158,126,14,7.523809523809524,25.2,0.11646227190785277,-0.376825703249448,0.4663933463163192,0.376825703249448,-0.4663933463163192,0.12016113014378531
ST Jayasuriya,2009,8,154,114,12,8.105263157894736,14.25,0.6605014711575641,0.27081328771187235,-0.5488297615576114,-0.27081328771187235,0.5488297615576114,0.31779054911326843
ST Jayasuriya,2010,3,63,54,4,7.0,18.0,-0.1877996109515251,-0.628326157940733,-0.2738305200828116,0.628326157940733,0.2738305200828116,0.16708892781591572
STR Binny,2010,0,9,6,1,9.0,,-0.7358886929133128,0.28794455724657175,,-0.28794455724657175,,
STR Binny,2011,0,43,24,3,10.75,,-0.7023003869943175,0.7798955901663723,,-0.7798955901663723,,
STR Binny,2012,3,78,60,8,7.800000000000001,20.0,-0.24533636071597031,-0.2609833823070423,-0.24358380878754657,0.2609833823070423,0.24358380878754657,0.0052135747676116395
STR Binny,2013,7,157,144,17,6.541666666666666,20.571428571428573,0.31839708262731276,-0.6244538300594707,-0.17446739513926354,0.6244538300594707,0.17446739513926354,0.4039274911053607
STR Binny,2014,4,64,54,13,7.111111111111111,13.5,-0.06797801366523976,-0.6774111037576938,-0.7256781450166195,0.6774111037576938,0.7256781450166195,0.31195660123506586
STR Binny,2015,8,135,114,13,7.105263157894736,14.25,0.5073210701065836,-0.6790415300419139,-0.6193033600619698,0.6790415300419139,0.6193033600619698,0.5842205745772571
STR Binny,2016,1,132,102,12,7.764705882352942,102.0,-0.540162585215667,-0.23960032571535356,3.7515178815998427,0.23960032571535356,-3.7515178815998427,-0.7489488608474362
STR Binny,2017,4,49,36,7,8.166666666666668,9.0,-0.06811681183988412,-0.28698292989455204,-1.1052247076272033,0.28698292989455204,1.1052247076272033,0.23216932568723161
STR Binny,2018,0,31,12,5,15.5,,-0.7600661620678525,3.5140040146657694,,-3.5140040146657694,,
STR Binny,2019,1,43,42,7,6.142857142857142,42.0,-0.507496796899922,-1.2140109929936376,1.1393819242076628,1.2140109929936376,-1.1393819242076628,0.000248160466662678
SV Samson,2013,0,0,0,10,,,-0.643807316854346,,,,,
SV Samson,2014,0,0,0,13,,,-0.7346011154146876,,,,,
SV Samson,2015,0,0,0,11,,,-0.729007588136351,,,,,
SV Samson,2016,0,0,0,14,,,-0.7091639485108657,,,,,
SV Samson,2017,0,0,0,14,,,-0.7187848652357918,,,,,
SV Samson,2018,0,0,0,15,,,-0.7600661620678525,,,,,
SV Samson,2019,0,0,0,11,,,-0.6646256128631671,,,,,
SV Samson,2020,0,0,0,14,,,-0.6688039599599783,,,,,
SV Samson,2021,0,0,0,14,,,-0.6553653527941746,,,,,
SV Samson,2022,0,0,0,17,,,-0.7124776193787166,,,,,
SV Samson,2023,0,0,0,14,,,-0.677698327828237,,,,,
SV Samson,2024,0,0,0,15,,,-0.6654600843005194,,,,,
SV Samson,2025,0,0,0,9,,,-0.6918613917164442,,,,,
SW Billings,2016,0,0,0,4,,,-0.7091639485108657,,,,,
SW Billings,2017,0,0,0,6,,,-0.7187848652357918,,,,,
SW Billings,2018,0,0,0,8,,,-0.7600661620678525,,,,,
SW Billings,2019,0,0,0,1,,,-0.6646256128631671,,,,,
SW Billings,2022,0,0,0,8,,,-0.7124776193787166,,,,,
SW Tait,2010,12,236,187,8,7.572192513368984,15.583333333333334,1.4564676349338381,-0.3661845362160227,-0.47646822884398016,0.3661845362160227,0.47646822884398016,0.927868639469124
SW Tait,2011,6,107,89,4,7.213483146067416,14.833333333333334,0.3277401805973482,-0.3718370956848501,-0.6921645176777197,0.3718370956848501,0.6921645176777197,0.39783775144002964
SW Tait,2012,7,125,137,6,5.474452554744525,19.571428571428573,0.384332387606247,-1.1525369928848108,-0.27492045912151514,1.1525369928848108,0.27492045912151514,0.6367922101810345
SW Tait,2013,1,84,60,3,8.399999999999999,60.0,-0.5063495454998234,0.3605137572398886,3.095714316259105,-0.3605137572398886,-3.095714316259105,-0.8437117352227383
SZ Mulani,2024,0,54,30,2,10.8,,-0.6654600843005194,0.21381120532614237,,-0.21381120532614237,,
Sachin Baby,2013,0,0,0,1,,,-0.643807316854346,,,,,
Sachin Baby,2016,3,8,10,8,4.800000000000001,3.3333333333333335,-0.20215985862526942,-1.9011675902581961,-1.1706943470772198,1.9011675902581961,1.1706943470772198,0.739932879339317
Sachin Baby,2017,0,0,0,3,,,-0.7187848652357918,,,,,
Sachin Baby,2021,0,0,0,1,,,-0.6553653527941746,,,,,
Salman Butt,2008,0,0,0,7,,,-0.7229054535541496,,,,,
Sameer Rizvi,2024,0,0,0,5,,,-0.6654600843005194,,,,,
Sameer Rizvi,2025,0,0,0,4,,,-0.6918613917164442,,,,,
Sandeep Sharma,2013,8,116,96,4,7.25,12.0,0.45585485398183545,-0.24901775418303282,-0.8853764628345613,0.24901775418303282,0.8853764628345613,0.44789011038016335
Sandeep Sharma,2014,19,329,241,11,8.190871369294605,12.68421052631579,2.4318586178951898,-0.12503498928062662,-0.777247038695399,0.12503498928062662,0.777247038695399,1.376278611000124
Sandeep Sharma,2015,13,338,300,14,6.76,23.076923076923077,1.2800264815084177,-0.8742544182021773,-0.1116040302214914,0.8742544182021773,0.1116040302214914,0.9627428916581946
Sandeep Sharma,2016,19,357,300,14,7.14,15.789473684210526,2.501861954097911,-0.5897162850297389,-0.5492913096731098,0.5897162850297389,0.5492913096731098,1.5397253732603304
Sandeep Sharma,2017,17,386,288,13,8.041666666666666,16.941176470588236,2.046554361696816,-0.34556194457310263,-0.4571717539808857,0.34556194457310263,0.4571717539808857,1.2127996245461268
Sandeep Sharma,2018,14,324,264,12,7.363636363636363,18.857142857142858,1.4450771120260841,-0.8671758769756751,-0.2388997649181301,0.8671758769756751,0.2388997649181301,1.0618850776922477
Sandeep Sharma,2019,13,343,256,11,8.0390625,19.692307692307693,1.378048994659019,-0.3457732768280121,-0.34487491989693175,0.3457732768280121,0.34487491989693175,0.8617763822038534
Sandeep Sharma,2020,14,369,312,13,7.096153846153847,22.285714285714285,1.4088414777855163,-0.7680907658504577,-0.299878925834737,0.7680907658504577,0.299878925834737,1.0182343458156289
Sandeep Sharma,2021,3,193,141,7,8.212765957446809,47.0,-0.19404672457034222,0.0705718077042277,1.8056333467608399,-0.0705718077042277,-1.8056333467608399,-0.3925684969957768
Sandeep Sharma,2022,3,146,120,5,7.299999999999999,40.0,-0.26423011049806705,-0.5524791059802064,1.7147772038751912,0.5524791059802064,-1.7147772038751912,-0.19596394873723993
Sandeep Sharma,2023,14,382,276,12,8.304347826086957,19.714285714285715,1.501362449342556,-0.29398799857083946,-0.2529663605963347,0.29398799857083946,0.2529663605963347,0.8915219782605219
Sandeep Sharma,2024,15,303,228,10,7.973684210526316,15.2,1.7079385098771014,-0.6570903016611159,-0.5871564181258133,0.6570903016611159,0.5871564181258133,1.1720243232388132
Sandeep Sharma,2025,10,353,223,10,9.49775784753363,22.3,0.9041279778716624,-0.24449049184838675,-0.0692537634720412,0.24449049184838675,0.0692537634720412,0.5480237256035728
Sanvir Singh,2023,0,0,0,2,,,-0.677698327828237,,,,,
Sanvir Singh,2024,0,0,0,3,,,-0.6654600843005194,,,,,
Saurav Chauhan,2024,0,0,0,3,,,-0.6654600843005194,,,,,
Sediqullah Atal,2025,0,0,0,1,,,-0.6918613917164442,,,,,
Shahbaz Ahmed,2020,2,43,36,2,7.166666666666666,18.0,-0.37199746885347906,-0.7286574567370054,-0.6088506598353506,0.7286574567370054,0.6088506598353506,0.16035897440651492
Shahbaz Ahmed,2021,7,92,84,8,6.571428571428572,12.0,0.42104477972810106,-0.945514986264714,-0.8754505110123815,0.945514986264714,0.8754505110123815,0.6727702117085577
Shahbaz Ahmed,2022,4,326,210,16,9.314285714285715,52.5,-0.11481427420451726,0.07069486413936914,2.9001437798343908,-0.07069486413936914,-2.9001437798343908,-0.5171719065261964
Shahbaz Ahmed,2023,1,95,42,8,13.571428571428571,42.0,-0.5220511294588948,2.284473964355923,1.3471627870914546,-2.284473964355923,-1.3471627870914546,-1.2626658703177385
Shahbaz Ahmed,2024,7,263,165,16,9.563636363636364,23.571428571428573,0.4421259263157035,-0.16716213038658403,0.03635147558905668,0.16716213038658403,-0.03635147558905668,0.2741169874547977
Shahbaz Ahmed,2025,1,97,51,3,11.411764705882351,51.0,-0.5322624547576336,0.38399958061955936,1.9949980830412914,-0.38399958061955936,-1.9949980830412914,-0.6997807930518563
Shahid Afridi,2008,9,220,180,10,7.333333333333334,20.0,0.7879564522774547,-0.4485511511923344,-0.1052182399885593,0.4485511511923344,0.1052182399885593,0.5667538650543282
Shakib Al Hasan,2011,11,168,153,7,6.588235294117648,13.909090909090908,1.1861073202570696,-0.5754607224316157,-0.7797605496599318,0.5754607224316157,0.7797605496599318,0.9114289954285899
Shakib Al Hasan,2012,12,190,180,8,6.333333333333334,15.0,1.1714183230090187,-0.8232647345316485,-0.6091780626838479,0.8232647345316485,0.6091780626838479,0.9652285279931635
Shakib Al Hasan,2014,15,326,300,13,6.52,20.0,1.7652355161457418,-0.9798075443611683,-0.31479050828569904,0.9798075443611683,0.31479050828569904,1.2727689748421347
Shakib Al Hasan,2015,5,118,84,4,8.428571428571427,16.8,0.043697823265483084,0.06916117719254519,-0.4726346647747205,-0.06916117719254519,0.4726346647747205,0.0685376993315588
Shakib Al Hasan,2016,5,239,186,10,7.709677419354838,37.2,0.1358428679651281,-0.2704409879476524,0.5188217422254479,0.2704409879476524,-0.5188217422254479,0.08475251843042522
Shakib Al Hasan,2017,0,31,18,1,10.333333333333334,,-0.7187848652357918,0.7283866578669768,,-0.7283866578669768,,
Shakib Al Hasan,2018,16,451,342,17,7.912280701754385,21.375,1.7600975797537892,-0.5717478885948742,0.035408862678244765,0.5717478885948742,-0.035408862678244765,1.074849221483364
Shakib Al Hasan,2019,2,94,65,3,8.676923076923076,32.5,-0.3503679809366769,-0.05370859699067093,0.507293233701051,0.05370859699067093,-0.507293233701051,-0.2324799665767613
Shakib Al Hasan,2021,5,185,156,8,7.115384615384615,31.2,0.11349902757887942,-0.6087734013403923,0.5953154909660713,0.6087734013403923,-0.5953154909660713,0.1805228806136663
Shashank Singh,2022,0,19,12,6,9.5,,-0.7124776193787166,0.12815062024968435,,-0.12815062024968435,,
Shashank Singh,2024,1,5,6,14,5.0,6.0,-0.5072335113553447,-1.5734019430909125,-1.2723766972254313,1.5734019430909125,1.2723766972254313,0.4879304289879617
Shashank Singh,2025,0,27,12,14,13.5,,-0.6918613917164442,1.069699919469132,,-1.069699919469132,,
Shivam Mavi,2018,7,257,168,9,9.178571428571427,24.0,0.3425054749791157,0.11011045958759934,0.3213901978319122,-0.11011045958759934,-0.3213901978319122,0.08450554695911125
Shivam Mavi,2020,9,206,156,8,7.923076923076923,17.333333333333332,0.6668252500192683,-0.30564559533814606,-0.6569129295687794,0.30564559533814606,0.6569129295687794,0.5389255228133022
Shivam Mavi,2021,12,217,193,9,6.746113989637306,16.083333333333332,1.189909160101155,-0.8373741810574269,-0.5626573942721724,0.8373741810574269,0.5626573942721724,0.9724341525615028
Shivam Mavi,2022,5,210,132,6,9.545454545454545,26.4,0.03460156208903256,0.1422132178990621,0.42509836923158206,-0.1422132178990621,-0.42509836923158206,-0.09623860060489275
Shivam Sharma,2014,3,121,96,4,7.5625,32.0,-0.23463378910260174,-0.4464927691803222,0.44377128260215415,0.4464927691803222,-0.44377128260215415,-0.027610117728511213
Shivam Sharma,2015,1,44,18,1,14.666666666666668,18.0,-0.5744665058559842,3.5962000755004446,-0.4036141022866032,-3.5962000755004446,0.4036141022866032,-1.4853611640101572
Shivam Singh,2024,0,0,0,1,,,-0.6654600843005194,,,,,
Shoaib Ahmed,2009,5,151,102,7,8.882352941176471,20.4,0.13821995642434648,0.6384088800004186,-0.12173897965084655,-0.6384088800004186,0.12173897965084655,-0.13607228284034628
Shoaib Akhtar,2008,5,50,42,3,7.142857142857142,8.4,0.11646227190785277,-0.5202765991352215,-1.380351778668673,0.5202765991352215,1.380351778668673,0.44738071245155486
Shoaib Malik,2008,2,76,51,6,8.941176470588236,25.5,-0.38715836336934867,0.1568960123255617,0.4993709378339084,-0.1568960123255617,-0.4993709378339084,-0.3233984266737072
Shubman Gill,2018,0,0,0,10,,,-0.7600661620678525,,,,,
Shubman Gill,2019,0,0,0,13,,,-0.6646256128631671,,,,,
Shubman Gill,2020,0,0,0,14,,,-0.6688039599599783,,,,,
Shubman Gill,2021,0,0,0,17,,,-0.6553653527941746,,,,,
Shubman Gill,2022,0,0,0,16,,,-0.7124776193787166,,,,,
Shubman Gill,2023,0,0,0,17,,,-0.677698327828237,,,,,
Shubman Gill,2024,0,0,0,12,,,-0.6654600843005194,,,,,
Shubman Gill,2025,0,0,0,15,,,-0.6918613917164442,,,,,
Sikandar Raza,2023,3,111,72,7,9.25,24.0,-0.21075673272021003,0.16894930550415987,0.054750783189778565,-0.16894930550415987,-0.054750783189778565,-0.17272324076502774
Sikandar Raza,2024,0,22,12,2,11.0,,-0.6654600843005194,0.2754392449267302,,-0.2754392449267302,,
Simarjeet Singh,2022,4,128,108,6,7.111111111111111,27.0,-0.11481427420451726,-0.610917011767621,0.4819959648776238,0.610917011767621,-0.4819959648776238,0.08411442228476515
Simarjeet Singh,2024,6,113,72,4,9.416666666666666,12.0,0.28389935337052885,-0.21244940191125902,-0.8254939065082891,0.21244940191125902,0.8254939065082891,0.34013105333044846
Simarjeet Singh,2025,2,137,60,4,13.7,30.0,-0.3726635177988229,1.1353726279786682,0.4845699026656822,-1.1353726279786682,-0.4845699026656822,-0.6563976640917976
Sohail Tanvir,2008,24,246,247,11,5.9757085020242915,10.291666666666666,3.306059628663462,-0.9597764593034762,-1.172409743266097,0.9597764593034762,1.172409743266097,2.164813036577862
Sumit Kumar,2024,0,36,20,3,10.8,,-0.6654600843005194,0.21381120532614237,,-0.21381120532614237,,
Sunny Gupta,2012,0,45,18,1,15.0,,-0.7175879219576333,2.499306892250115,,-2.499306892250115,,
Sunny Singh,2011,0,0,0,5,,,-0.7023003869943175,,,,,
Suryansh Shedge,2025,0,37,18,3,12.333333333333332,,-0.6918613917164442,0.6866091198301688,,-0.6866091198301688,,
Suyash Sharma,2023,11,315,234,11,8.076923076923077,21.272727272727273,1.0344208542345288,-0.4053221689584613,-0.14106921740138445,0.4053221689584613,0.14106921740138445,0.6802335688629335
Suyash Sharma,2024,0,50,24,2,12.5,,-0.6654600843005194,0.737649541931141,,-0.737649541931141,,
Suyash Sharma,2025,9,433,300,14,8.66,33.333333333333336,0.7445290409128518,-0.5195796264616509,0.7243204074872076,0.5195796264616509,-0.7243204074872076,0.4454693285949226
Swapnil Singh,2016,0,29,18,1,9.666666666666668,,-0.7091639485108657,0.8263522183366026,,-0.8263522183366026,,
Swapnil Singh,2017,1,60,42,4,8.571428571428571,42.0,-0.556117851886815,-0.09729850141162971,1.5877953441919386,0.09729850141162971,-1.5877953441919386,-0.48217375207812785
Swapnil Singh,2023,0,18,12,2,9.0,,-0.677698327828237,0.046563581438355386,,-0.046563581438355386,,
Swapnil Singh,2024,6,130,90,7,8.666666666666666,15.0,0.28389935337052885,-0.44355455041346437,-0.602052511149718,0.44355455041346437,0.602052511149718,0.38750164600243464
T Banton,2020,0,0,0,2,,,-0.6688039599599783,,,,,
T Henderson,2009,1,40,36,2,6.666666666666667,36.0,-0.558155396553277,-0.4097023240414246,0.9616132476248501,0.4097023240414246,-0.9616132476248501,-0.27992387200586744
T Kohler-Cadmore,2024,0,0,0,3,,,-0.6654600843005194,,,,,
T Kohli,2008,0,0,0,2,,,-0.7229054535541496,,,,,
T Kohli,2009,0,0,0,1,,,-0.7322492347976829,,,,,
T Natarajan,2017,2,109,76,6,8.605263157894736,38.0,-0.39345083853783797,-0.08144252751367655,1.2613686712441636,0.08144252751367655,-1.2613686712441636,-0.3574258353257567
T Natarajan,2020,19,491,377,16,7.814323607427055,19.842105263157894,2.1508577055517644,-0.3664643667607761,-0.47604701978245534,0.3664643667607761,0.47604701978245534,1.2750984341095222
T Natarajan,2021,2,67,48,2,8.375,24.0,-0.34781960064495304,0.17100446071921305,0.04377824022415156,-0.17100446071921305,-0.04377824022415156,-0.2403280976078238
T Natarajan,2022,20,387,258,11,9.0,12.9,2.27583910649228,-0.026537953893472552,-0.8550975328043532,0.026537953893472552,0.8550975328043532,1.2754724670295081
T Natarajan,2023,13,404,270,12,8.977777777777778,20.76923076923077,1.3457152509732135,0.035684850410283915,-0.17722060212590685,-0.035684850410283915,0.17722060212590685,0.6869510181618934
T Natarajan,2024,20,441,308,14,8.590909090909092,15.4,2.4990713746029747,-0.4668985048076261,-0.5722603251019085,0.4668985048076261,0.5722603251019085,1.4987892127494427
T Natarajan,2025,1,53,25,2,12.72,25.0,-0.5322624547576336,0.8135763562819399,0.12494414543339424,-0.8135763562819399,-0.12494414543339424,-0.5696245738925049
T Shamsi,2016,3,147,96,4,9.1875,32.0,-0.20215985862526942,0.557803607045162,0.2594078544978728,-0.557803607045162,-0.2594078544978728,-0.3352223699531223
T Shamsi,2021,0,34,24,1,8.5,,-0.6553653527941746,0.24838699664879216,,-0.24838699664879216,,
T Stubbs,2022,0,0,0,2,,,-0.7124776193787166,,,,,
T Stubbs,2023,1,14,12,2,7.0,12.0,-0.5220511294588948,-0.9325222110880805,-0.8068572194113389,0.9325222110880805,0.8068572194113389,0.1863857920630816
T Stubbs,2024,2,14,12,14,7.0,6.0,-0.34900693841017,-0.9571215470850316,-1.2723766972254313,0.9571215470850316,1.2723766972254313,0.35134557685849077
T Stubbs,2025,0,40,12,13,20.0,,-0.6918613917164442,3.204062946029068,,-3.204062946029068,,
T Taibu,2008,0,0,0,3,,,-0.7229054535541496,,,,,
