Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage
Ashutosh Sharma,2025,0,0,0,0,0,9,,,0.0
Ashwani Kumar,2025,11,223,123,35,33,7,10.878048780487806,11.181818181818182,28.455284552845526
Atharva Taide,2023,0,0,0,0,0,7,,,0.0
Atharva Taide,2024,0,4,1,0,1,2,24.0,,0.0
Atharva Taide,2025,0,0,0,0,0,1,,,0.0
Avesh Khan,2017,1,23,24,11,3,1,5.75,24.0,45.83333333333333
Avesh Khan,2018,4,200,114,43,31,6,10.526315789473683,28.5,37.719298245614034
Avesh Khan,2019,0,29,18,7,6,1,9.666666666666668,,38.88888888888889
Avesh Khan,2020,0,41,24,7,7,1,10.25,,29.166666666666668
Avesh Khan,2021,27,431,366,146,56,16,7.065573770491804,13.555555555555555,39.89071038251366
Avesh Khan,2022,19,392,286,122,63,13,8.223776223776223,15.052631578947368,42.65734265734265
Avesh Khan,2023,8,277,174,58,43,9,9.551724137931036,21.75,33.33333333333333
Avesh Khan,2024,22,502,329,97,69,15,9.155015197568389,14.954545454545455,29.48328267477204
Avesh Khan,2025,13,477,284,77,69,13,10.077464788732396,21.846153846153847,27.11267605633803
Azhar Mahmood,2012,14,312,256,95,41,11,7.3125,18.285714285714285,37.109375
Azhar Mahmood,2013,16,326,263,99,43,11,7.437262357414449,16.4375,37.6425855513308
Azhar Mahmood,2015,1,35,18,5,6,1,11.666666666666666,18.0,27.77777777777778
Azmatullah Omarzai,2024,4,181,126,52,32,7,8.619047619047619,31.5,41.269841269841265
Azmatullah Omarzai,2025,8,270,162,43,37,8,10.0,20.25,26.543209876543212
B Akhil,2008,3,132,104,34,16,7,7.615384615384615,34.666666666666664,32.69230769230769
B Akhil,2009,4,77,66,19,7,6,7.0,16.5,28.78787878787879
B Akhil,2010,0,6,6,3,1,1,6.0,,50.0
B Akhil,2011,0,20,12,4,3,1,10.0,,33.33333333333333
B Chipli,2008,0,0,0,0,0,3,,,0.0
B Chipli,2011,0,20,6,1,3,13,20.0,,16.666666666666664
B Chipli,2012,0,0,0,0,0,4,,,0.0
B Chipli,2013,0,0,0,0,0,1,,,0.0
B Geeves,2008,2,90,48,15,18,2,11.25,24.0,31.25
B Indrajith,2022,0,0,0,0,0,3,,,0.0
B Kumar,2011,3,66,66,28,8,4,6.0,22.0,42.42424242424242
B Kumar,2012,9,270,234,86,32,11,6.9230769230769225,26.0,36.75213675213676
B Kumar,2013,13,344,342,167,48,16,6.035087719298245,26.307692307692307,48.83040935672515
B Kumar,2014,21,346,319,152,50,14,6.507836990595612,15.19047619047619,47.64890282131661
B Kumar,2015,19,393,310,126,56,14,7.606451612903227,16.31578947368421,40.64516129032258
B Kumar,2016,24,462,396,156,61,17,7.0,16.5,39.39393939393939
B Kumar,2017,28,357,314,117,44,14,6.821656050955415,11.214285714285714,37.261146496815286
B Kumar,2018,10,344,277,121,47,12,7.451263537906138,27.7,43.682310469314075
B Kumar,2019,14,445,354,163,65,15,7.542372881355932,25.285714285714285,46.04519774011299
B Kumar,2020,5,95,85,39,14,4,6.705882352941177,17.0,45.88235294117647
B Kumar,2021,6,328,252,101,45,11,7.80952380952381,42.0,40.07936507936508
B Kumar,2022,13,358,313,129,43,14,6.862619808306709,24.076923076923077,41.21405750798722
B Kumar,2023,19,408,306,121,61,14,8.0,16.105263157894736,39.54248366013072
B Kumar,2024,11,514,342,126,82,16,9.017543859649123,31.09090909090909,36.84210526315789
B Kumar,2025,18,477,312,116,72,14,9.173076923076923,17.333333333333332,37.17948717948718
B Laughlin,2013,1,68,42,9,9,2,9.714285714285715,42.0,21.428571428571427
B Laughlin,2018,9,202,126,33,27,7,9.61904761904762,14.0,26.190476190476193
B Lee,2008,5,104,96,44,17,4,6.5,19.2,45.83333333333333
B Lee,2009,6,93,120,69,12,5,4.65,20.0,57.49999999999999
B Lee,2010,0,135,87,20,18,4,9.310344827586206,,22.988505747126435
B Lee,2011,8,322,272,108,44,12,7.102941176470589,34.0,39.705882352941174
B Lee,2012,7,292,228,99,42,10,7.684210526315789,32.57142857142857,43.42105263157895
B Lee,2013,4,83,72,34,13,3,6.916666666666666,18.0,47.22222222222222
B Sai Sudharsan,2022,0,0,0,0,0,5,,,0.0
B Sai Sudharsan,2023,0,0,0,0,0,8,,,0.0
B Sai Sudharsan,2024,0,0,0,0,0,12,,,0.0
B Sai Sudharsan,2025,0,0,0,0,0,15,,,0.0
B Stanlake,2017,2,68,48,17,9,2,8.5,24.0,35.41666666666667
B Stanlake,2018,5,126,96,47,19,4,7.875,19.2,48.95833333333333
B Sumanth,2010,0,0,0,0,0,4,,,0.0
BA Bhatt,2011,9,223,167,55,27,8,8.011976047904191,18.555555555555557,32.93413173652694
BA Bhatt,2012,3,134,99,26,17,5,8.121212121212121,33.0,26.262626262626267
BA Bhatt,2013,1,31,30,12,4,2,6.200000000000001,30.0,40.0
BA Stokes,2017,14,305,264,108,41,12,6.931818181818182,18.857142857142858,40.909090909090914
BA Stokes,2018,9,293,222,73,39,13,7.918918918918919,24.666666666666668,32.88288288288289
BA Stokes,2019,6,180,101,26,28,9,10.693069306930694,16.833333333333332,25.742574257425744
BA Stokes,2020,2,145,90,19,19,8,9.666666666666668,45.0,21.11111111111111
BA Stokes,2021,0,12,6,2,2,1,12.0,,33.33333333333333
BA Stokes,2023,0,18,6,0,3,2,18.0,,0.0
BAW Mendis,2008,1,24,24,9,3,1,6.0,24.0,37.5
BAW Mendis,2009,4,133,100,26,12,4,7.98,25.0,26.0
BAW Mendis,2010,2,60,48,12,5,2,7.5,24.0,25.0
BAW Mendis,2013,2,78,72,29,9,3,6.5,36.0,40.27777777777778
BB McCullum,2008,0,0,0,0,0,4,,,0.0
BB McCullum,2009,0,0,0,0,0,13,,,0.0
BB McCullum,2010,0,0,0,0,0,5,,,0.0
BB McCullum,2011,0,0,0,0,0,13,,,0.0
BB McCullum,2012,0,0,0,0,0,12,,,0.0
BB McCullum,2013,0,0,0,0,0,1,,,0.0
BB McCullum,2014,0,0,0,0,0,14,,,0.0
BB McCullum,2015,0,0,0,0,0,14,,,0.0
BB McCullum,2016,0,0,0,0,0,16,,,0.0
BB McCullum,2017,0,0,0,0,0,11,,,0.0
BB McCullum,2018,0,0,0,0,0,6,,,0.0
BB Samantray,2012,0,0,0,0,0,1,,,0.0
BB Samantray,2013,0,0,0,0,0,7,,,0.0
BB Sran,2015,0,29,18,5,5,1,9.666666666666668,,27.77777777777778
BB Sran,2016,14,398,297,107,53,14,8.04040404040404,21.214285714285715,36.02693602693603
BB Sran,2017,0,28,12,4,5,1,14.0,,33.33333333333333
BB Sran,2018,6,209,132,45,30,6,9.5,22.0,34.090909090909086
BB Sran,2019,0,50,24,7,9,2,12.5,,29.166666666666668
BCJ Cutting,2014,2,31,24,9,5,1,7.75,12.0,37.5
BCJ Cutting,2016,5,79,67,23,9,4,7.074626865671642,13.4,34.32835820895522
BCJ Cutting,2017,2,120,76,20,16,4,9.473684210526315,38.0,26.31578947368421
BCJ Cutting,2018,2,165,102,23,24,9,9.705882352941178,51.0,22.54901960784314
BCJ Cutting,2019,1,27,12,2,5,3,13.5,12.0,16.666666666666664
BE Hendricks,2014,4,119,72,25,16,3,9.916666666666666,18.0,34.72222222222222
BE Hendricks,2015,7,104,78,27,15,4,8.0,11.142857142857142,34.61538461538461
BJ Haddin,2011,0,0,0,0,0,1,,,0.0
BJ Hodge,2008,0,0,0,0,0,3,,,0.0
BJ Hodge,2009,7,153,120,34,15,12,7.6499999999999995,17.142857142857142,28.333333333333332
BJ Hodge,2010,2,41,30,8,4,4,8.2,15.0,26.666666666666668
BJ Hodge,2011,8,76,66,28,9,14,6.90909090909091,8.25,42.42424242424242
BJ Hodge,2012,1,21,12,2,3,12,10.5,12.0,16.666666666666664
BJ Hodge,2013,0,3,6,3,0,14,3.0,,50.0
BJ Hodge,2014,0,0,0,0,0,4,,,0.0
BJ Rohrer,2013,0,11,6,1,2,8,11.0,,16.666666666666664
BKG Mendis,2025,0,0,0,0,0,1,,,0.0
BMAJ Mendis,2013,1,36,30,11,4,3,7.199999999999999,30.0,36.666666666666664
BR Dunk,2014,0,0,0,0,0,3,,,0.0
BR Sharath,2024,0,0,0,0,0,1,,,0.0
BW Hilfenhaus,2012,14,220,204,103,32,9,6.470588235294118,14.571428571428571,50.49019607843137
BW Hilfenhaus,2014,9,238,168,70,37,8,8.5,18.666666666666668,41.66666666666667
Basil Thampi,2017,15,414,268,76,57,12,9.26865671641791,17.866666666666667,28.35820895522388
Basil Thampi,2018,5,113,61,16,16,4,11.114754098360656,12.2,26.229508196721312
Basil Thampi,2019,0,109,72,17,15,3,9.083333333333332,,23.61111111111111
Basil Thampi,2020,1,46,24,5,7,1,11.5,24.0,20.833333333333336
Basil Thampi,2022,5,146,96,38,21,5,9.125,19.2,39.58333333333333
Bipul Sharma,2010,4,94,60,14,10,4,9.4,15.0,23.333333333333332
Bipul Sharma,2011,4,71,72,27,7,4,5.916666666666667,18.0,37.5
Bipul Sharma,2012,0,73,46,13,9,4,9.521739130434781,,28.26086956521739
Bipul Sharma,2013,1,21,24,11,2,1,5.25,24.0,45.83333333333333
Bipul Sharma,2015,4,50,42,17,5,3,7.142857142857142,10.5,40.476190476190474
Bipul Sharma,2016,5,121,84,21,14,6,8.642857142857142,16.8,25.0
Bipul Sharma,2017,3,127,98,28,12,7,7.775510204081632,32.666666666666664,28.57142857142857
C Bosch,2025,1,52,42,23,8,3,7.428571428571429,42.0,54.761904761904766
C Ganapathy,2010,0,13,6,1,2,1,13.0,,16.666666666666664
C Green,2023,8,343,228,79,50,16,9.026315789473683,28.5,34.64912280701755
C Green,2024,12,291,211,70,39,13,8.274881516587676,17.583333333333332,33.175355450236964
C Madan,2010,0,0,0,0,0,1,,,0.0
C Munro,2016,0,15,12,5,2,4,7.5,,41.66666666666667
C Munro,2018,0,0,0,0,0,4,,,0.0
C Munro,2019,0,0,0,0,0,4,,,0.0
C Nanda,2009,2,55,48,13,3,3,6.875,24.0,27.083333333333332
C Sakariya,2021,14,396,312,108,49,14,7.615384615384615,22.285714285714285,34.61538461538461
C Sakariya,2022,3,78,66,18,8,3,7.090909090909092,22.0,27.27272727272727
C Sakariya,2023,3,80,48,17,12,2,10.0,16.0,35.41666666666667
C Sakariya,2025,0,38,18,3,6,1,12.666666666666668,,16.666666666666664
C de Grandhomme,2017,4,123,96,33,15,12,7.6875,24.0,34.375
C de Grandhomme,2018,3,118,90,23,13,9,7.866666666666667,30.0,25.555555555555554
C de Grandhomme,2019,0,54,30,2,6,4,10.8,,6.666666666666667
CA Ingram,2011,0,0,0,0,0,3,,,0.0
CA Ingram,2019,0,0,0,0,0,12,,,0.0
CA Lynn,2012,0,0,0,0,0,1,,,0.0
CA Lynn,2014,0,0,0,0,0,2,,,0.0
CA Lynn,2016,0,0,0,0,0,2,,,0.0
CA Lynn,2017,0,0,0,0,0,7,,,0.0
CA Lynn,2018,0,0,0,0,0,16,,,0.0
CA Lynn,2019,0,0,0,0,0,13,,,0.0
CA Lynn,2021,0,0,0,0,0,1,,,0.0
CA Pujara,2010,0,0,0,0,0,6,,,0.0
CA Pujara,2011,0,0,0,0,0,3,,,0.0
CA Pujara,2012,0,0,0,0,0,3,,,0.0
CA Pujara,2013,0,0,0,0,0,4,,,0.0
CA Pujara,2014,0,0,0,0,0,6,,,0.0
CH Gayle,2009,1,132,113,32,11,7,7.008849557522124,113.0,28.31858407079646
CH Gayle,2010,4,138,96,29,19,9,8.625,24.0,30.208333333333332
CH Gayle,2011,9,229,216,80,22,12,6.361111111111111,24.0,37.03703703703704
CH Gayle,2012,0,64,28,5,11,14,13.714285714285714,,17.857142857142858
CH Gayle,2013,3,39,24,10,7,16,9.75,8.0,41.66666666666667
CH Gayle,2014,0,0,0,0,0,9,,,0.0
CH Gayle,2015,0,14,12,3,1,14,7.0,,25.0
CH Gayle,2016,2,57,60,21,5,10,5.699999999999999,30.0,35.0
CH Gayle,2017,0,0,0,0,0,9,,,0.0
CH Gayle,2018,0,0,0,0,0,11,,,0.0
CH Gayle,2019,0,0,0,0,0,13,,,0.0
CH Gayle,2020,0,5,5,0,0,7,6.0,,0.0
CH Gayle,2021,0,0,0,0,0,10,,,0.0
CH Morris,2013,17,391,300,113,51,16,7.819999999999999,17.647058823529413,37.666666666666664
CH Morris,2015,15,304,258,115,43,11,7.069767441860465,17.2,44.57364341085272
CH Morris,2016,16,294,264,102,34,12,6.681818181818182,16.5,38.63636363636363
CH Morris,2017,14,237,186,71,31,9,7.64516129032258,13.285714285714286,38.17204301075269
CH Morris,2018,3,140,84,29,21,4,10.0,28.0,34.523809523809526
CH Morris,2019,13,292,198,66,46,9,8.848484848484848,15.23076923076923,33.33333333333333
CH Morris,2020,12,196,190,89,23,9,6.189473684210527,15.833333333333334,46.8421052631579
CH Morris,2021,17,356,246,83,50,11,8.682926829268293,14.470588235294118,33.739837398373986
CJ Anderson,2014,4,177,108,35,31,12,9.833333333333332,27.0,32.407407407407405
CJ Anderson,2015,1,33,24,10,4,4,8.25,24.0,41.66666666666667
CJ Anderson,2017,4,177,113,20,21,11,9.398230088495575,28.25,17.699115044247787
CJ Anderson,2018,5,110,52,14,19,3,12.692307692307693,10.4,26.923076923076923
CJ Dala,2018,0,33,18,7,5,1,11.0,,38.88888888888889
CJ Ferguson,2011,0,0,0,0,0,4,,,0.0
CJ Ferguson,2012,0,0,0,0,0,4,,,0.0
CJ Green,2020,0,24,17,6,4,1,8.470588235294118,,35.294117647058826
CJ Jordan,2016,13,239,168,49,31,9,8.535714285714286,12.923076923076923,29.166666666666668
CJ Jordan,2017,1,8,6,2,1,1,8.0,6.0,33.33333333333333
CJ Jordan,2018,0,30,24,10,4,1,7.5,,41.66666666666667
CJ Jordan,2020,11,299,195,59,40,9,9.200000000000001,17.727272727272727,30.256410256410255
CJ Jordan,2021,4,94,72,23,13,4,7.833333333333334,18.0,31.944444444444443
CJ Jordan,2022,3,128,77,22,17,4,9.974025974025974,25.666666666666668,28.57142857142857
CJ Jordan,2023,3,228,132,41,35,6,10.363636363636363,44.0,31.060606060606062
CJ McKay,2012,1,60,42,14,9,2,8.571428571428571,42.0,33.33333333333333
CK Kapugedera,2008,0,49,17,0,8,4,17.294117647058822,,0.0
CK Langeveldt,2009,3,14,24,16,2,1,3.5,8.0,66.66666666666666
CK Langeveldt,2010,5,84,66,26,12,3,7.636363636363637,13.2,39.39393939393939
CK Langeveldt,2011,5,80,66,27,11,3,7.272727272727273,13.2,40.909090909090914
CL White,2008,0,22,6,0,4,8,22.0,,0.0
CL White,2010,0,18,6,2,3,5,18.0,,33.33333333333333
CL White,2011,0,0,0,0,0,6,,,0.0
CL White,2012,0,25,18,1,2,13,8.333333333333332,,5.555555555555555
CL White,2013,1,16,12,5,2,13,8.0,12.0,41.66666666666667
CM Gautam,2013,0,0,0,0,0,3,,,0.0
CM Gautam,2014,0,0,0,0,0,9,,,0.0
CM Gautam,2015,0,0,0,0,0,1,,,0.0
CR Brathwaite,2016,9,179,139,41,21,8,7.726618705035971,15.444444444444445,29.496402877697843
CR Brathwaite,2017,1,65,36,6,9,2,10.833333333333334,36.0,16.666666666666664
CR Brathwaite,2018,6,91,61,21,15,4,8.950819672131148,10.166666666666666,34.42622950819672
CR Brathwaite,2019,0,26,18,6,4,2,8.666666666666666,,33.33333333333333
CR Woakes,2017,18,372,264,87,52,13,8.454545454545455,14.666666666666666,32.95454545454545
CR Woakes,2018,8,182,110,44,31,5,9.927272727272728,13.75,40.0
CR Woakes,2021,5,80,66,30,13,3,7.272727272727273,13.2,45.45454545454545
CRD Fernando,2008,12,151,120,49,21,5,7.55,10.0,40.833333333333336
CRD Fernando,2010,7,125,114,50,18,5,6.578947368421053,16.285714285714285,43.859649122807014
CV Varun,2019,1,35,18,8,6,1,11.666666666666666,18.0,44.44444444444444
CV Varun,2020,17,355,312,110,36,13,6.826923076923077,18.352941176470587,35.256410256410255
CV Varun,2021,20,440,408,142,42,17,6.470588235294118,20.4,34.80392156862745
CV Varun,2022,5,319,234,86,39,11,8.179487179487179,46.8,36.75213675213676
CV Varun,2023,20,417,316,115,55,14,7.917721518987341,15.8,36.392405063291136
CV Varun,2024,21,392,300,121,49,14,7.84,14.285714285714286,40.33333333333333
CV Varun,2025,17,375,300,114,47,13,7.5,17.647058823529413,38.0
D Brevis,2022,1,8,3,1,2,7,16.0,3.0,33.33333333333333
D Brevis,2024,0,0,0,0,0,3,,,0.0
D Brevis,2025,0,0,0,0,0,6,,,0.0
D Ferreira,2024,0,0,0,0,0,2,,,0.0
D Ferreira,2025,0,0,0,0,0,1,,,0.0
D Jansen,2023,1,49,24,6,7,1,12.25,24.0,25.0
D Kalyankrishna,2008,2,85,48,10,12,3,10.625,24.0,20.833333333333336
D Padikkal,2020,0,0,0,0,0,15,,,0.0
D Padikkal,2021,0,0,0,0,0,14,,,0.0
D Padikkal,2022,0,0,0,0,0,17,,,0.0
D Padikkal,2023,0,0,0,0,0,11,,,0.0
D Padikkal,2024,0,0,0,0,0,7,,,0.0
D Padikkal,2025,0,0,0,0,0,10,,,0.0
D Pretorius,2022,7,198,126,34,22,6,9.428571428571429,18.0,26.984126984126984
D Pretorius,2023,0,24,24,8,3,1,6.0,,33.33333333333333
D Salunkhe,2008,1,69,47,13,9,5,8.808510638297872,47.0,27.659574468085108
D Wiese,2015,17,344,254,73,45,14,8.125984251968504,14.941176470588236,28.74015748031496
D Wiese,2016,0,45,24,6,8,1,11.25,,25.0
D Wiese,2023,0,38,18,3,5,3,12.666666666666668,,16.666666666666664
D du Preez,2009,4,53,42,18,7,2,7.571428571428571,10.5,42.857142857142854
DA Miller,2012,0,0,0,0,0,6,,,0.0
DA Miller,2013,0,0,0,0,0,12,,,0.0
DA Miller,2014,0,0,0,0,0,16,,,0.0
DA Miller,2015,0,0,0,0,0,13,,,0.0
DA Miller,2016,0,0,0,0,0,13,,,0.0
DA Miller,2017,0,0,0,0,0,4,,,0.0
DA Miller,2018,0,0,0,0,0,3,,,0.0
DA Miller,2019,0,0,0,0,0,10,,,0.0
DA Miller,2021,0,0,0,0,0,8,,,0.0
DA Miller,2022,0,0,0,0,0,16,,,0.0
DA Miller,2023,0,0,0,0,0,13,,,0.0
DA Miller,2024,0,0,0,0,0,9,,,0.0
DA Miller,2025,0,0,0,0,0,10,,,0.0
DA Warner,2009,0,0,0,0,0,7,,,0.0
DA Warner,2010,0,0,0,0,0,11,,,0.0
DA Warner,2011,0,0,0,0,0,13,,,0.0
DA Warner,2012,0,0,0,0,0,8,,,0.0
DA Warner,2013,0,0,0,0,0,16,,,0.0
DA Warner,2014,0,0,0,0,0,14,,,0.0
DA Warner,2015,0,0,0,0,0,14,,,0.0
DA Warner,2016,0,0,0,0,0,17,,,0.0
DA Warner,2017,0,0,0,0,0,14,,,0.0
DA Warner,2019,0,0,0,0,0,12,,,0.0
DA Warner,2020,0,1,1,0,0,16,6.0,,0.0
DA Warner,2021,0,0,0,0,0,8,,,0.0
DA Warner,2022,0,0,0,0,0,12,,,0.0
DA Warner,2023,0,0,0,0,0,14,,,0.0
DA Warner,2024,0,0,0,0,0,8,,,0.0
DAJ Bracewell,2012,3,31,24,10,4,1,7.75,8.0,41.66666666666667
DB Das,2008,0,0,0,0,0,6,,,0.0
DB Das,2012,0,0,0,0,0,10,,,0.0
DB Das,2013,0,0,0,0,0,6,,,0.0
DB Ravi Teja,2008,1,19,12,3,2,6,9.5,12.0,25.0
DB Ravi Teja,2009,0,0,0,0,0,6,,,0.0
DB Ravi Teja,2011,0,9,6,1,1,9,9.0,,16.666666666666664
DB Ravi Teja,2012,0,0,0,0,0,2,,,0.0
DB Ravi Teja,2013,0,0,0,0,0,2,,,0.0
DE Bollinger,2010,13,198,186,94,27,8,6.387096774193548,14.307692307692308,50.53763440860215
DE Bollinger,2011,20,311,282,114,39,13,6.617021276595745,14.1,40.42553191489361
DE Bollinger,2012,10,152,108,46,28,6,8.444444444444445,10.8,42.592592592592595
DG Nalkande,2022,2,57,31,8,8,2,11.032258064516128,15.5,25.806451612903224
DG Nalkande,2023,1,43,24,8,6,1,10.75,24.0,33.33333333333333
DG Nalkande,2024,3,43,29,6,4,3,8.896551724137932,9.666666666666666,20.689655172413794
DH Yagnik,2011,0,0,0,0,0,4,,,0.0
DH Yagnik,2012,0,0,0,0,0,3,,,0.0
DH Yagnik,2013,0,0,0,0,0,9,,,0.0
DH Yagnik,2014,0,0,0,0,0,1,,,0.0
DJ Bravo,2008,11,222,171,66,30,9,7.7894736842105265,15.545454545454545,38.59649122807017
DJ Bravo,2009,14,246,199,89,35,11,7.417085427135678,14.214285714285714,44.72361809045226
DJ Bravo,2010,5,223,157,48,28,10,8.522292993630572,31.4,30.573248407643312
DJ Bravo,2011,6,148,120,40,16,6,7.4,20.0,33.33333333333333
DJ Bravo,2012,20,442,346,110,55,18,7.6647398843930645,17.3,31.79190751445087
DJ Bravo,2013,34,480,375,135,59,18,7.68,11.029411764705882,36.0
DJ Bravo,2014,0,0,0,0,0,1,,,0.0
DJ Bravo,2015,27,410,314,88,46,17,7.834394904458598,11.62962962962963,28.02547770700637
DJ Bravo,2016,19,477,336,93,55,15,8.517857142857142,17.68421052631579,27.67857142857143
DJ Bravo,2018,18,516,321,85,65,16,9.644859813084112,17.833333333333332,26.479750778816197
DJ Bravo,2019,13,307,247,71,34,12,7.4574898785425106,19.0,28.74493927125506
DJ Bravo,2020,7,171,126,35,18,6,8.142857142857142,18.0,27.77777777777778
DJ Bravo,2021,15,243,202,72,26,11,7.217821782178218,13.466666666666667,35.64356435643564
DJ Bravo,2022,17,275,206,66,35,10,8.009708737864077,12.117647058823529,32.038834951456316
DJ Harris,2012,0,26,18,4,3,4,8.666666666666666,,22.22222222222222
DJ Hooda,2015,1,122,91,25,14,11,8.043956043956044,91.0,27.472527472527474
DJ Hooda,2016,3,94,78,21,9,16,7.23076923076923,26.0,26.923076923076923
DJ Hooda,2017,2,42,24,7,6,7,10.5,12.0,29.166666666666668
DJ Hooda,2018,0,23,18,5,3,8,7.666666666666666,,27.77777777777778
DJ Hooda,2019,0,20,12,1,2,7,10.0,,8.333333333333332
DJ Hooda,2020,0,9,6,1,1,5,9.0,,16.666666666666664
DJ Hooda,2021,2,136,96,31,17,12,8.5,48.0,32.29166666666667
DJ Hooda,2022,1,43,24,5,6,14,10.75,24.0,20.833333333333336
DJ Hooda,2023,0,8,6,1,1,12,8.0,,16.666666666666664
DJ Hooda,2024,0,21,18,4,2,9,7.0,,22.22222222222222
DJ Hooda,2025,0,14,6,1,2,6,14.0,,16.666666666666664
DJ Hussey,2008,3,129,78,24,17,13,9.923076923076923,26.0,30.76923076923077
DJ Hussey,2009,1,33,24,7,3,4,8.25,24.0,29.166666666666668
DJ Hussey,2010,0,80,60,13,7,6,8.0,,21.666666666666668
DJ Hussey,2011,1,38,18,4,6,8,12.666666666666668,18.0,22.22222222222222
DJ Hussey,2012,3,62,54,14,6,15,6.888888888888889,18.0,25.925925925925924
DJ Hussey,2013,0,89,66,19,11,11,8.09090909090909,,28.78787878787879
DJ Hussey,2014,2,36,17,5,5,4,12.705882352941178,8.5,29.411764705882355
DJ Jacobs,2011,0,0,0,0,0,6,,,0.0
DJ Jacobs,2012,0,0,0,0,0,1,,,0.0
DJ Malan,2021,0,0,0,0,0,1,,,0.0
DJ Mitchell,2022,0,26,12,1,4,2,13.0,,8.333333333333332
DJ Mitchell,2024,1,68,36,4,9,13,11.333333333333332,36.0,11.11111111111111
DJ Muthuswami,2015,4,101,84,44,17,6,7.2142857142857135,21.0,52.38095238095239
DJ Thornely,2008,3,38,42,19,5,5,5.428571428571429,14.0,45.23809523809524
DJ Willey,2018,2,94,60,19,15,3,9.4,30.0,31.666666666666664
DJ Willey,2022,1,72,66,24,8,4,6.545454545454545,66.0,36.36363636363637
DJ Willey,2023,4,101,90,36,13,4,6.733333333333333,22.5,40.0
DJG Sammy,2013,11,161,134,50,19,10,7.208955223880597,12.181818181818182,37.3134328358209
DJG Sammy,2014,3,153,84,20,23,10,10.928571428571429,28.0,23.809523809523807
DJG Sammy,2015,0,25,18,2,3,2,8.333333333333332,,11.11111111111111
DJM Short,2018,1,19,18,7,2,7,6.333333333333334,18.0,38.88888888888889
DL Chahar,2016,0,38,30,13,6,2,7.6,,43.333333333333336
DL Chahar,2017,1,72,42,12,13,3,10.285714285714285,42.0,28.57142857142857
DL Chahar,2018,10,258,229,114,38,12,6.759825327510917,22.9,49.78165938864629
DL Chahar,2019,22,463,387,186,72,17,7.178294573643411,17.59090909090909,48.06201550387597
DL Chahar,2020,12,387,312,113,52,14,7.4423076923076925,26.0,36.217948717948715
DL Chahar,2021,16,436,324,130,69,15,8.074074074074074,20.25,40.123456790123456
DL Chahar,2023,13,286,204,80,41,10,8.411764705882351,15.692307692307692,39.21568627450981
DL Chahar,2024,5,197,141,60,31,8,8.382978723404255,28.2,42.5531914893617
DL Chahar,2025,12,353,246,106,56,14,8.609756097560975,20.5,43.08943089430895
DL Vettori,2008,2,54,48,16,6,2,6.75,24.0,33.33333333333333
DL Vettori,2009,10,179,139,48,22,7,7.726618705035971,13.9,34.53237410071942
DL Vettori,2010,3,95,70,21,12,3,8.142857142857142,23.333333333333332,30.0
DL Vettori,2011,13,309,310,119,30,13,5.980645161290322,23.846153846153847,38.387096774193544
DL Vettori,2012,6,234,210,66,21,9,6.685714285714286,35.0,31.428571428571427
DM Bravo,2017,0,0,0,0,0,1,,,0.0
DNT Zoysa,2008,2,93,66,24,15,3,8.454545454545455,33.0,36.36363636363637
DP Conway,2022,0,0,0,0,0,7,,,0.0
DP Conway,2023,0,0,0,0,0,15,,,0.0
DP Conway,2025,0,0,0,0,0,6,,,0.0
DP Nannes,2009,20,349,297,135,54,13,7.050505050505051,14.85,45.45454545454545
DP Nannes,2010,11,208,206,89,26,9,6.058252427184466,18.727272727272727,43.203883495145625
DP Nannes,2011,2,30,24,11,5,2,7.5,12.0,45.83333333333333
DP Nannes,2013,5,145,119,50,20,5,7.310924369747898,23.8,42.016806722689076
DP Vijaykumar,2008,4,190,152,63,28,9,7.5,38.0,41.44736842105263
DPMD Jayawardene,2008,0,0,0,0,0,12,,,0.0
DPMD Jayawardene,2009,0,0,0,0,0,10,,,0.0
DPMD Jayawardene,2010,0,0,0,0,0,13,,,0.0
DPMD Jayawardene,2011,0,0,0,0,0,13,,,0.0
DPMD Jayawardene,2012,0,0,0,0,0,15,,,0.0
DPMD Jayawardene,2013,0,0,0,0,0,15,,,0.0
DR Martyn,2010,0,0,0,0,0,1,,,0.0
DR Sams,2020,0,109,72,22,14,3,9.083333333333332,,30.555555555555557
DR Sams,2021,1,37,36,15,4,2,6.166666666666666,36.0,41.66666666666667
DR Sams,2022,14,341,252,105,48,11,8.11904761904762,18.0,41.66666666666667
DR Shorey,2018,0,0,0,0,0,1,,,0.0
DR Shorey,2019,0,0,0,0,0,1,,,0.0
DR Smith,2008,5,76,66,25,9,4,6.90909090909091,13.2,37.878787878787875
DR Smith,2009,1,122,84,26,17,8,8.714285714285714,84.0,30.952380952380953
DR Smith,2010,1,36,23,6,6,3,9.391304347826088,23.0,26.08695652173913
DR Smith,2012,3,93,78,28,12,7,7.153846153846153,26.0,35.8974358974359
DR Smith,2013,2,56,30,7,9,13,11.2,15.0,23.333333333333332
DR Smith,2014,4,93,60,15,12,16,9.3,15.0,25.0
DR Smith,2015,1,17,12,4,1,16,8.5,12.0,33.33333333333333
DR Smith,2016,8,144,108,40,19,12,8.0,13.5,37.03703703703704
DR Smith,2017,2,144,78,17,22,12,11.076923076923077,39.0,21.794871794871796
